Ex govt hospital staff held for selling medicines without licence,1 sec ago,,"A retired compounder who worked with a government hospital in Poladpur taluka of Raigad district was caught for possessing medicines worth Rs 90,000 without licence by the FDA officials of Raigad unit on Thursday."
Do You Have Royal Blood? Your Last Name May Tell You.,,Sponsored by Ancestry,"Do you think your family originated afrom the top 1 percent? According to a new study of unique last names from around the world, moving in or out of the upper class doesn’t take just a few "
Inclusion of Bindra and Gopichand in Olympic task force is the best news for,1 sec ago,,"On a flying visit to Nagpur on Friday, Sushil express his happiness over the appointment of Olympic gold medal winning shooter Abhinav Bindra, badminton legend Pullela Gopichand and former hockey captain Viren Rasquinha to"
Govt hints at 'positive' news for powerloom industry,21 hours ago,,"New Delhi, Feb 3 () Government today hinted at giving a ""positive"" news with regard to addressing the problems being faced by the powerloom industry once the elections in five states are over."
"Medicine used for joint pain can cure breast cancer, claims new research by",1 day ago,,"KOLKATA: Breast cancer is the second leading cause of death in women. Decades of research and millions of dollars have gone into finding a viable cure for breast cancer, but till now, the disease has not been completely vanquished. However, a few Bengal researchers claim to have "
"Medicine used for joint pain can cure breast cancer, claims new research by",1 day ago,,"KOLKATA: Breast cancer is the second leading cause of death in women. Decades of research and millions of dollars have gone into finding a viable cure for breast cancer, but till now, the disease has not been completely vanquished. However, a "
Kochi gets a sports medicine centre,1 day ago,,"Cricket legend Sachin Tendulkar inaugurated the centre for sports medicine at the Aster Medcity on Thursday. The new centre will be a dedicated facility for sports medicine and rehabilitation and will offer specialized services for management and prevention of sports injuries, "
Where to find Dating Success and Love in Edmonton,,Sponsored by EliteSingles.ca,ELITESINGLES dating sites ?Scientific matchmaking ?Comprehensive personality test ?Dating for Canadian singles ?Join for the relationship you deserve
"Criminals shoot at medicine trader, make video clip of treatment",1 day ago,,"In an audacious act, two criminals, who shot at Abdul Rashid Ansari (53) at his medicine shop on Ashok Rajpath on January 28 night, made video clip of the first aid the doctors of Patna Medical College and Hospital (PMCH) provided to the victim."
‘Kerala far behind in export of ayurvedic medicines’,1 day ago,,"The Ayurveda Medical Association of India (AMAI), the organization of the ayurvedic doctors in the state, said that Kerala was much behind when it comes to research institutions in ayurveda and also export of ayurvedic medicines, though th"
Sachin Tendulkar inaugurates centre for sports medicine in Kochi ,1 day ago,,"The hospital’s sports medicine centre will be a dedicated facility for sports medicine and rehabilitation, and will offer specialised services for management and prevention of sports injuries, improvement of physical fitness and performance levels of both athletes and non-athletes."
Beyonce's pregnancy news breaks Selena's Instagram record,2 days ago,,Singer Beyonce Knowles' pregnancy announcement has taken the internet by storm as it has surpassed singer Selena Gomez's record on Instagram
Ex-UN chief Ban rules out presidential run in South Korea complaining of,3 days ago,,"South Korea has been gripped by political crisis for months amid a corruption scandal that led to the impeachment of President Park Geun-hye. If the impeachment vote is upheld by the Constitutional Court, she will have to quit and an election would be held two months"
Hoax news about Sanusha's death making rounds ,4 days ago,,"Actors never have the easy way out, when it comes to drawing a line between their personal and public life. Often these celebrities have been on the receiving end, when they are made to see bizarre news regarding their marriage, relationship and"
Motley Fool Issues Rare Buy “Signal”,,Sponsored by Motley Fool Canada,"By: Jordan DiPietro Over the course of The Motley Fool U.S.’s 23 year history, this rare buy “signal” has generated massive wealth for those that have been"
Sachin Tendulkar to inaugurate sports medicine centres of Aster DM,4 days ago,,"Aster DM Healthcare will launch two advanced centres for Sports Medicine at Aster Medcity, Kochi and Aster MIMS, Kozhikode."
"Kejriwal takes leaf out of Trump's book, lambasts media for 'paid news'",5 days ago,,"Perhaps inspired by US President Donald Trump, AAP chief Arvind Kejriwal today went on an extended rant against journalists for carrying what he called “paid/fake news”, after a media survey showed his party losing the upcoming "
Medicine wholesalers withdraw strike,5 days ago,,"NASHIK: Drug wholesalers across the district, protesting the Food and Drugs Administration’s (FDA) style of functioning withdrew their strike on Saturday, after the FDA minister Girish Bapat gave a stay on the cancellation of "
