 Reuters, Article," Green and healthy, or dirty and dangerous? East Asia's cities grapple with growth"," By Reuters - February 7th 2017, 10:15:37 am"," By Thin Lei Win BANGKOK, Feb 7 (Thomson Reuters Foundation) - As millions of people pour into East Asia's cities each year, the region's governments face the..."
 News, Article, One crash a day involving cyclists and pedestrians: 50% rise in accidents in the past seven years,"By Chris Greenwood for the Daily Mail - February 5th 2017, 11:01:26 pm"," The total number of accidents between cyclists and pedestrians rose from 274 in 2009 to 408 in 2015. In several collisions, a pedestrian died and the cyclist was prosecuted for reckless behaviour."
 News, Article," Driver revolt over thousands of pounds of lost wages caused the Southern rail strike to collapse, industry sources reveal","By Shari Miller For Mailonline - February 5th 2017, 4:51:05 pm"," Aslef has come to an agreement with Southern following months of disruption and fears of a revolt from drivers, who  lost around £2,000 during six days of strikes and an overtime ban."
 PA, Article, Labour vow to deliver `Crossrail for the North´ in bid to close investment `gap´,"By Press Association - February 4th 2017, 11:24:04 am ", John McDonnell said the plan was part of a wider commitment to close the investment gap between the South and North of England.
 Reuters, Article," Top airline investor launches budget carrier in Chile, eyes Latin America","By Reuters - February 3rd 2017, 5:56:07 pm "," By Gram Slattery and Felipe Iturrieta SANTIAGO, Feb 3 (Reuters) - Bill Franke, one of the world's most-influential investors in budget airlines, debuted a lo..."
 Reuters, Article, Foreign flights to slip under the radar of EU emissions limits,"By Reuters - February 3rd 2017, 12:06:29 pm "," By Julia Fioretti BRUSSELS, Feb 3 (Reuters) - International flights in and out of the European Union could be exempted from emissions limits for at least ano..."
 Reuters, Article, Foreign flights to slip under the radar of EU emissions limits,"By Reuters - February 3rd 2017, 12:06:26 pm"," By Julia Fioretti BRUSSELS, Feb 3 (Reuters) - International flights in and out of the European Union could be exempted from emissions limits for at least ano..."
 PA, Article, Embattled Southern Railway boss offers `open and positive´ talks with union,"By Press Association - February 3rd 2017, 11:38:55 am", Charles Horton of Govia Thameslink Railway has written to the boss of the RMT union.
 Reuters, Article, Foreign flights to slip under the radar of EU emissions limits,"By Reuters - February 3rd 2017, 11:00:00 am"," By Julia Fioretti BRUSSELS, Feb 3 (Reuters) - International flights in and out of the European Union could be exempted from emissions limits for at least ano..."
 indianews, Article," Mob of 15,000 rampage in poll-bound Kohima over 33 percent seat reservation for women","By Press Trust Of India - February 2nd 2017, 9:10:09 pm"," Violent mobs went on the rampage in the Nagaland capital Thursday to vent their anger against ongoing elections to urban local bodies, vandalising and setting on fire government offices."
 AP, Article, Roma told to amend stadium plans if project is to proceed,"By Associated Press - February 2nd 2017, 6:06:43 pm", ROME (AP) — Roma has been told to make amendments to its long-delayed plans for a new stadium if the project is to be green-lit by Rome's government. On Thur...
 PA, Article, Drivers to vote on deal between Southern Railway and Aslef,"By Press Association - February 2nd 2017, 3:53:26 pm", The two sides have been in talks to end a series of strikes.
 News, Article, There IS light at the end of the tunnel! Southern Rail strikes are over (but London commuters will still face chaos as Tube action kicks off on Sunday),"By Richard Spillett Giulia Crouch For Mailonline - February 2nd 2017, 2:09:15 pm", A deal to end the Aslef dispute over driver-only trains on Southern Railway has been reached. But the misery isn't over for Londoners with more Tube strikes planned.
 Reuters, Article, West African push to clean up toxic fuel hits snags,"By Reuters - February 2nd 2017, 10:33:04 am"," By Libby George and Alexis Akwagyiram LONDON, Feb 2 (Reuters) - A West African drive to clean up toxic fuels that campaigners say pose a health hazard to mil..."
 indianews, Article," Transport development in India put in the fast lane as Government looks to highways, trains and the skies to boost opportunities for youth and tourism","By Rakesh Ranjan - February 1st 2017, 7:46:33 pm "," Terming roads, railways and rivers as the lifeline of the country, Finance Minister Arun Jaitley allocated a massive Rs 2.41 lakh crore for the transport sector which also focused on youth jobs."
 News, Article, Beijing vows its new aircraft carrier will be based in the disputed South China Sea in warning to the US and its regional neighbours,"By Dave Burke For Mailonline Reuters - February 1st 2017, 4:34:46 pm", It comes after the White House pledged to challenge Chinese occupation in the important transport route.
 News, Article, Celebrating or crying? Miserable-looking elephant lies down in his enclosure as keepers 'celebrate' 40 years in captivity at Melbourne Zoo,"By Peter Devlin For Daily Mail Australia - February 1st 2017, 9:21:42 am", Asian elephant bull Bong Su appeared tired as he marked the 40th anniversary of his arrival at Melbourne Zoo on Wednesday. He arrived at the zoo in 1977 from a refuge in Malaysia.
 AP, Article, North America mulls soccer World Cup bid in the Trump era,"By Associated Press - January 31st 2017, 5:22:31 pm "," GENEVA (AP) — When Donald Trump was just a presidential candidate, there was a belief in soccer that the United States, Mexico and Canada would be a strong c..."
 Reuters, Article," Brazil to open airlines, agricultural land to foreign buyers -sources","By Reuters - January 30th 2017, 9:22:05 pm"," By Anthony Boadle and Leonardo Goy BRASILIA, Jan 30 (Reuters) - President Michel Temer will propose legislation to lift restrictions on foreign ownership of ..."
 Reuters, Article," Brazil to open airlines, agricultural land to foreign buyers -sources","By Reuters - January 30th 2017, 9:22:03 pm "," By Anthony Boadle and Leonardo Goy BRASILIA, Jan 30 (Reuters) - President Michel Temer will propose legislation to lift restrictions on foreign ownership of ..."
 Reuters, Article, Monsanto sees prolonged delay on GMO corn permits in Mexico,"By Reuters - January 30th 2017, 1:00:00 pm"," By David Alire Garcia MEXICO CITY, Jan 30 (Reuters) - A ban on planting genetically modified corn in Mexico is likely to continue for years as a slow-moving ..."
 Reuters, Article, UAE says it destroyed Iranian-built drone in Yemen - state news agency,"By Reuters - January 28th 2017, 2:30:15 pm"," DUBAI, Jan 28 (Reuters) - The air force of the United Arab Emirates shot down an Iranian-made drone in Yemen, state news agency WAM reported on Saturday, quo..."
 AP, Article," African migrants face torture, blackmail amid Yemeni chaos","By Associated Press - January 28th 2017, 11:33:28 am"," ADEN, Yemen (AP) — After reaching Yemen's shores in a packed migrant boat, the young Ethiopian coffee farmer was plunged into a living hell. The smugglers wa..."
