This creepy robot can explore nuclear sites and deliver pizza,"Wednesday, 22 Feb 2017 | 10:18 AM ET",A team of engineers from Oregon State University recently unveiled a new walking robot called Cassie that they say can revolutionize the delivery and shipping industries.,By: CNBC.com staff,Source: CNBC.com
Read this now: Deadly plane crash in Australia｜Verdict divides Israel｜Amazon lowers shipping minimum,"Tuesday, 21 Feb 2017 | 7:58 AM ET",Here are some of the key stories CNBC is following this hour:,By: Rich Fisherman,Source: CNBC.com
There's no such thing as free shipping: UPS APAC president,"Sunday, 19 Feb 2017 | 9:20 PM ET","Amazon might be muscling its way into delivery services, but this is not necessarily a competitive issue for traditional logistics companies such as UPS.","By: Christine Tan, Cheang Ming",Source: CNBC.com
Court declares Hanjin Shipping bankrupt,"Friday, 17 Feb 2017 | 4:36 AM ET",A South Korean court picked a bankruptcy administrator and says any claims by creditors will be due by May 1.,Source: CNBC.com,
World's largest shipping firm says demand has outgrown supply for first time since 2010,"Tuesday, 7 Feb 2017 | 11:33 PM ET",Danish shipping and oil group A.P. Moller-Maersk missed fourth-quarter net profit forecasts on Wednesday but said it expects a higher annual underlying profit this year.,By: Karen Gilchrist,Source: CNBC.com
Global trade creates wealth: Maersk Group CEO,"Tuesday, 7 Feb 2017 | 10:22 PM ET",Maersk Group CEO Søren Skou talks about whether 2017 could bring more weakness to the container shipping market.,Source: CNBC.com,
"Cramer: Two-day shipping spoiled us all, so be patient with Amazon","Friday, 3 Feb 2017 | 3:49 PM ET","Jim Cramer broke down Amazon’s fourth-quarter earnings, and why he thinks the stock will recover.",Source: CNBC.com,
Shipping rates could get worse under Trump: CEO,"Thursday, 2 Feb 2017 | 6:06 AM ET","Overcapacity in the shipping industry has left hundreds of ships idle. Trump's protectionist policies could make things worse, a CEO warns CNBC.",By: Luke Graham,Source: CNBC.com
Amazon opening new air cargo hub,"Wednesday, 1 Feb 2017 | 10:27 AM ET",CNBC's Morgan Brennan reports on how Amazon is expanding its shipping capabilities with its new air cargo hub.,Source: CNBC.com,
Shipping industry vulnerable to cyber attacks and GPS jamming,"Wednesday, 1 Feb 2017 | 5:32 AM ET",The shipping industry is increasingly at risk from cybersecurity attacks and a gap in insurance policies is leaving them vulnerable.,By: Luke Graham,Source: CNBC.com
