 verified, Microsoft, Intermediate C++, Current, Self-Paced
 verified, Microsoft, Programming with C#, Current, Self-Paced
 verified, Microsoft, Introduction to C++, Current, Self-Paced
 verified, PekingX, C++ Programming | C++程序设计, Archived," Starts: March 1, 2015"
 verified, WestonHS, On-Ramp to AP* Physics C: Mechanics, Archived," Starts: June 15, 2016"
 verified, GeorgetownX, Preparing for the AP* Physics C: Electricity and Magnetism Exam, Archived," Starts: February 15, 2016"
 verified, JaverianaX, Apnea y Trastornos del Sueño, Starting Soon," Starts: February 8, 2017"
 verified, UTAustinX, Embedded Systems - Shape The World: Microcontroller Input/Output, Current, Self-Paced
 verified, UTAustinX, Embedded Systems - Shape The World: Multi-Threaded Interfacing, Starting Soon," Starts: February 15, 2017 - Self-Paced"
 verified, DartmouthX," Question Reality! Science, philosophy, and the search for meaning", Current," Starts: January 31, 2017"
 verified, IITBombayX, Implementation of Data Structures, Starting Soon," Starts: February 21, 2017 - Self-Paced"
 verified, IITBombayX, Programming Basics, Starting Soon," Starts: February 21, 2017 - Self-Paced"
 verified, IITBombayX, Object-Oriented Programming, Starting Soon," Starts: February 21, 2017 - Self-Paced"
 verified, Microsoft, Developing Windows 10 Universal Apps - Part 2, Current, Self-Paced
 verified, Microsoft, Introduction to Xamarin.Forms, Current, Self-Paced
 verified, Microsoft, Developing Windows 10 Universal Apps - Part 1, Current, Self-Paced
 verified, HarvardX, AP® Computer Science Principles, Current, Self-Paced
 verified, HarvardX, China (Part 4): Literati China: Examinations and Neo-Confucianism, Current, Self-Paced
 verified, HarvardX, China (Part 8): Creating Modern China: The Birth of a Nation, Current, Self-Paced
 verified, HarvardX, China (Part 6): The Manchus and the Qing Dynasty, Current, Self-Paced
 verified, HarvardX, China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists, Current, Self-Paced
 verified, HarvardX," China (Part 7): Invasions, Rebellions and the Fall of Imperial China", Current, Self-Paced
 verified, HarvardX, China (Part 3): Cosmopolitan Tang: Aristocratic Culture, Current, Self-Paced
 verified, HarvardX, Introduction to Computer Science, Current, Self-Paced
 verified, University_of_TorontoX, Behavioral Economics in Action, Current, Self-Paced
 verified, HarvardX, China (Part 5): From a Global Empire under the Mongols to a Global Economy under the Ming Dynasty, Current, Self-Paced
 verified, HarvardX," China (Part 10): Greater China Today: The People's Republic, Taiwan, and Hong Kong", Current, Self-Paced
 verified, HarvardX, China (Part 9): China and Communism, Current, Self-Paced
 verified, HarvardX, China (Part 2): The Creation and End of Centralized Empire, Current, Self-Paced
 verified, Microsoft, Developing Windows 10 Universal Apps - Part 3, Current, Self-Paced
 credit-eligible, ASUx, Human Origins, Upcoming," Starts: June 12, 2017"
 verified, PurdueX," U.S. Government - Foundations, Democracy & Politics", Current," Starts: January 10, 2017"
 verified, IEEEx, So You Want to Become a Biomedical Engineer, Archived," Starts: September 1, 2016 - Self-Paced"
 verified, VictoriaX, Antarctica: From Geology to Human History, Upcoming," Starts: April 15, 2017"
 verified, UCSDx, Computer Graphics, Archived," Starts: May 1, 2016 - Self-Paced"
 verified, MITx, Mobile Application Experiences, Starting Soon," Starts: March 7, 2017"
