6.3 quake strikes off southern Pakistan – USGS," A powerful 6.3-magnitude earthquake has hit off the southern coast of Pakistan, the US Geological Survey reported.", 7 Feb 2017 | 22 : 26 GMT, https://www.rt.com/news/376633-pakistan-quake-turbat-coast/
US deploys guided missile destroyer off Yemeni coast after attack on Saudi warship – reports," The US has deployed an Arleigh Burke-class destroyer off the coast of Yemen, according to media reports. The battleship will protect US interests in the region following an attack on a Saudi military vessel which killed two sailors.", 4 Feb 2017 | 4 : 30 GMT, https://www.rt.com/news/376277-uss-cole-deployed-off-yemen/
" Iran sanctions: US lists 13 individuals, 12 business entities"," The US government has blacklisted 13 individuals and a dozen businesses under the Iran sanctions authority, a day after President Donald Trumpâ€™s administration threatened a response over Tehranâ€™s ballistic missile tests.", 3 Feb 2017 | 15 : 21 GMT, https://www.rt.com/usa/376220-iran-sanctions-announcement-business/
‘No legitimate military objectives’: UN panel finds Saudi strikes in Yemen may amount to war crimes, An expert UN panel investigating ten separate airstrikes by the Saudi-led coalition in Yemen - in which at least 292 civilians died - has found that most were the result of an â€˜ineffective targeting processâ€™ or deliberate attacks on peaceful targets., 29 Jan 2017 | 22 : 22 GMT, https://www.rt.com/news/375549-un-yemen-strikes-war-crime/
" UN: Yemen could face famine in 2017, over 2/3 of population in urgent need of aid"," Yemen could face famine this year unless immediate action is taken to stop the ongoing conflict thatâ€™s led to the deaths of over 7,000 people and has left two-thirds of the nation in dire need of humanitarian aid, the UN humanitarian chief Stephen O'", 28 Jan 2017 | 18 : 10 GMT, https://www.rt.com/news/375412-yemen-famine-children-action/
" 4 die in California storms, state of emergency declared"," California Governor Jerry Brown declared a state of emergency as a trio of severe storms pounded the state with flash floods, mudslides and raging rivers. At least four people died as a result.", 24 Jan 2017 | 18 : 48 GMT, https://www.rt.com/usa/374954-4-dead-california-state-emergency/
" Death toll from US storms surges to 18, tornado warnings still in place (PHOTOS)", At least 18 people have been killed and scores more injured after severe storms lashed the southern US states., 22 Jan 2017 | 17 : 01 GMT, https://www.rt.com/usa/374715-death-toll-us-storms/
 NATO keeps close eye on Russian warships as they sail home from Mediterranean," NATO ships are closely monitoring the aircraft carrier Admiral Kuznetsov and its group as it returns to Russia, a Maritime Command (MARCOM) officer said in a statement.", 20 Jan 2017 | 14 : 14 GMT, https://www.rt.com/news/374380-nato-admiral-kuznetsov-return-home/
 CSKA Moscow warm-weather training in Spain scuppered... by snow!, Russian Premier League (RPL) champions CSKA Moscow felt right at home at their warm-weather training base in Spain â€“ as their pitches were covered in snow!, 18 Jan 2017 | 17 : 41 GMT, https://www.rt.com/sport/374135-cska-winter-training-snow-spain/
"No food, no medicine, no money’: Yemeni town faces mass death by starvation"," Nearly 19 million Yemenis are in need of humanitarian aid, according to the UN, but the worst of the civilian impact of the two-year civil war in the country has fallen on the district of Tuhayat on the Red Sea coast.", 14 Jan 2017 | 21 : 29 GMT, https://www.rt.com/news/373712-yemen-starvation-fishing-houthis/
