,,Japan – U.S. Department of State, www.state.gov/r/pa/ei/bgn/4142.htm,"Outside Asia, Japanese political and financial support has significantly assisted U.S. efforts on a variety of global issues arising, ...",
[PDF],, RUSSIA The Russian Federation has a centralized ... - State, www.state.gov/documents/organization/160474.pdf,"RUSSIA The Russian Federation has a centralized political system, with power concentrated in a president and a prime minister, a weak multiparty polit ... ",
,Country Reports on Human Rights Practices - state.gov,, www.state.gov/j/drl/rls/hrrpt/2015/nea/252923.htm,"The Islamic Republic of Iran is a theocratic republic with a Shia Islamic political system based on “velayat-e faqih” ... society, politics, and news ... ",
[PDF],,U.S. GOVERNMENT COUNTERINSURGENCY GUIDE, www.state.gov/documents/organization/119629.pdf,"The political function is the key function, providing a framework of political reconciliation, and reform of governance around which all other COIN ... ",
,,U.S. Department of State Background Notes - Nicaragua, www.state.gov/r/pa/ei/bgn/1850.htm,Political Affairs; Public Diplomacy and Public Affairs; Policy ... and has said that it will continue to support civil society and promote human ... ,
,,Opposition Political Society Al-Wefaq, www.state.gov/r/pa/prs/ps/2016/06/258464.htm,,"8 months ago - Spokesperson Kirby (June 14): ""We are deeply troubled by today's alarming move by the Government of Bahrain to dissolve the opposition political ... "
[PDF],DEMOCRACY - state.gov,, www.state.gov/documents/organization/9815.pdf,DEMOCRACY 88 POLITICAL SYSTEMS AND PRACTICES National Interest Democracy and Human Rights Performance Goal # DE-01 Strategic Goal Democracy Outcome ... ,
,,Collected Department Releases: Assistant Secretary Malinowski Travels to Ethiopia, www.state.gov/r/pa/prs/ps/2016/12/265057.htm,,"2 months ago - Media Note Office of the Spokesperson Washington, DC December 12, 2016 Assistant Secretary for Democracy, Human Rights, and Labor Affairs Tom ..."
,,Saudi Arabia - U.S. Department of State, www.state.gov/j/drl/rls/hrrpt/2003/27937.htm,Saudi Arabia is a monarchy without elected representative institutions or political ... Neither the Government nor the society in general accepts the ... ,
,,Policy Issues - State, www.state.gov/policy/,Political Affairs; Public Diplomacy and Public Affairs; Policy Issues. Anti-Corruption; Climate & Environment; Counterterrorism & Countering ...,
,,U.S. Department of State - Background Note: Burma, www.state.gov/r/pa/ei/bgn/35910.htm,"Senior U.S. government officials have traveled to the country to meet with the Government of Burma, political parties, civil society, human rights ...",
,,Remarks to the Religion and Foreign Policy Working Group, www.state.gov/j/176344.htm,This Dialogue provides a platform to amplify the voices of civil society activists and help us work ... thread in the economic and political fabric of ...,
,"A great profile, including political history ... - state.gov",, www.state.gov/r/pa/ei/bgn/2924.htm,"Political Affairs; Public Diplomacy and Public Affairs; Policy Issues. Anti-Corruption; ... political and civil society issues, and English language ... ",
,Fact Sheet: U.S. Relations With Lesotho - state.gov,, www.state.gov/r/pa/ei/bgn/2831.htm,The Government of Lesotho has demonstrated substantial political will to fight HIV/AIDS and has undertaken many efforts to address the pandemic.,
[PDF], Foreign Operations Annex: Regional Perspectives - state.gov,, www.state.gov/documents/organization/208291.pdf,"According to the 2013 Freedom House “Freedom in the World” index measuring political rights and civil ... civil society, political parties, and the ... ",
,Report on International Religious Freedom - state.gov,, www.state.gov/j/drl/rls/irf/2015/af/256075.htm,"In October the government engaged civil society and political parties in a National Dialogue to look at future political reforms, ... ",
,2008 Human Rights Report: Zimbabwe - state.gov,, www.state.gov/j/drl/rls/hrrpt/2008/af/119032.htm,"The Elders remained in South Africa where they met with political, business, civil society, and humanitarian aid workers to discuss the crisis in ... ",
,,U.S. Department of State: Liberia, www.state.gov/r/pa/ei/bgn/6618.htm,Political Affairs; Public Diplomacy and Public Affairs; Policy Issues. ... 17 years after it declared independence from the American Colonization Soci ... ,
,,Ethiopia - US Department of State, www.state.gov/j/drl/rls/hrrpt/2005/61569.htm,Although political parties ... Ethiopia and a member of the executive committee of the Network of Ethiopian Nongovernmental Organizations and Civil So ...,
,,U.S. Department of State - Background Note: Tanzania, www.state.gov/r/pa/ei/bgn/2843.htm,Political Affairs; Public Diplomacy and Public Affairs; Policy Issues. ... and civil society organizations in Tanzania in the areas of HIV and AIDS ... ,
