Flight award chart ? Award travel ? American Airlines, https://www.aa.com/i18n/aadvantage-program/miles/redeem/award-travel/flight-award-chart.jsp,"Choose between MileSAAver for as low as 12,500 miles plus taxes and carrier-imposed fees each way or AAnytime Awards with no blackout dates for any seat on any American Airlines flight."
Flight award chart for oneworld and partner airlines ? Award …, https://www.aa.com/i18n/aadvantage-program/miles/redeem/award-travel/oneworld-and-other-airline-partner-award-chart.jsp,oneworld and other airline award chart on aa.com.
Service animals - Special assistance - American Airlines, https://www.aa.com/i18n/travel-info/special-assistance/service-animals.jsp,Details on traveling with service and emotional support animals on American Airlines.
Traveling with pets - Special assistance - American Airlines, https://www.aa.com/i18n/travel-info/special-assistance/pets.jsp,Learn about traveling with your pet on American Airlines.
Upgrade with miles ? Award travel ? American Airlines, https://www.aa.com/i18n/aadvantage-program/miles/redeem/award-travel/upgrade-with-miles.jsp,award chart
Optional service fees ? Support ? American Airlines, https://www.aa.com/i18n/customer-service/support/optional-service-fees.jsp?anchorEvent=false&from=footer,"View the various taxes, fees and optional charges when flying American Airlines."
Baggage regions ? Baggage ? American Airlines, https://www.aa.com/i18n/travel-info/baggage/baggage-regions.jsp,Baggage regions. Find your region to better determine the price of checked baggage with American Airlines.
Earn extra miles - Bonus offers - American Airlines, https://www.aa.com/i18n/plan-travel/earn-extra-miles.jsp?anchorEvent=false&from=Nav,Earn extra miles with American Airlines and partner offers.
Your information ? Join AAdvantage ? American Airlines, https://www.aa.com/loyalty/enrollment/enroll,Earn extra miles with American Airlines and partner offers.
AAdvantage elite status ? AAdvantage program ? American …, https://www.aa.com/i18n/aadvantage-program/elite-status/aadvantage-elite-status.jsp?anchorEvent=false&from=Nav,aadvantage elite status
