 Jennifer Senior | TED Speaker,"In her new book ""All Joy and No Fun,"" Jennifer Senior explores how children reshape their parents' lives -- for better and worse. ", Writer, http://www.ted.com/speakers/jennifer_senior
 Julia Galef | TED Speaker, Julia Galef investigates how and why people change their minds., Writer, http://www.ted.com/speakers/julia_galef
 Tom Stranger | TED Speaker, Tom Stranger is the co-author South of Forgiveness.," Co-author, landscape gardener", http://www.ted.com/speakers/tom_stranger
 Daniele Quercia | TED Speaker," At Yahoo! Labs in Barcelona, Daniele Quercia and his colleagues imagine new ways to use online maps to improve our lives.", Map researcher, http://www.ted.com/speakers/daniele_quercia
 Tali Sharot | TED Speaker, Tali Sharot studies why our brains are biased toward optimism., Cognitive neuroscientist, http://www.ted.com/speakers/tali_sharot
 Dan Pink: The puzzle of motivation," Career analyst Dan Pink examines the puzzle of motivation, starting with a fact that social scientists know but most managers don't: Traditional rewards aren't always as effective as we think. Listen for illuminating stories -- and maybe, a way forward.", , http://www.ted.com/talks/dan_pink_on_motivation
 Daniele Quercia: Happy maps," Mapping apps help us find the fastest route to where we’re going. But what if we’d rather wander? Researcher Daniele Quercia demos “happy maps” that take into account not only the route you want to take, but how you want to feel along the way.", , http://www.ted.com/talks/daniele_quercia_happy_maps
 Alexander Betts: Why Brexit happened -- and what to do next," We are embarrassingly unaware of how divided our societies are, and Brexit grew out of a deep, unexamined divide between those that fear globalization and those that embrace it, says social scientist Alexander Betts. How do we now address that fear as well as growing disillusionment with the political establishment, while refusing to give in to ...", , http://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next
 Mariano Sigman | TED Speaker," Mariano Sigman combines neuroscience, mathematics and social sciences to illuminate the hidden information flowing through our brains.", Neuroscientist, http://www.ted.com/speakers/mariano_sigman
 Ken Goldberg | TED Speaker," Ken Goldberg works reflect the intersection of robotics, social media, and art.", Roboticist, http://www.ted.com/speakers/ken_goldberg
 Sendhil Mullainathan: Solving social problems with a nudge," MacArthur winner Sendhil Mullainathan uses the lens of behavioral economics to study a tricky set of social problems -- those we know how to solve, but don't. We know how to reduce child deaths due to diarrhea, how to prevent diabetes-related blindness and how to implement solar-cell technology ... yet somehow, we don't or can't. Why?", , http://www.ted.com/talks/sendhil_mullainathan
 Amy Cuddy | TED Speaker, Amy Cuddy’s research on body language reveals that we can change other people’s perceptions — and even our own body chemistry — simply by changing body positions., Social Psychologist, http://www.ted.com/speakers/amy_cuddy
