Museum of Medicine,by Kidalana, reviews,Kino & Hermes visit a museum.,"Kino's Journey - Rated: K - English - Chapters: 1 - Words: 686 - Reviews: 2 - Favs: 1 - Published: Sep 1, 2007 - Complete"
Night at the Museum Drabbles,by TheDaringInferno,,Drabbles for Night at the Museum.,"Night at the Museum - Rated: K+ - English - Chapters: 1 - Words: 209 - Favs: 2 - Follows: 3 - Published: Dec 27, 2015 - Larry D., Ahkmenrah"
Museum,by aibbosi, reviews,A Jatie one shot,"Big Time Rush - Rated: K - English - Romance - Chapters: 1 - Words: 1,630 - Reviews: 2 - Favs: 16 - Follows: 6 - Published: Mar 16, 2013 - James, Katie K. - Complete"
Clocks,by ackermom, reviews,They met in the art museum.,"Hetalia - Axis Powers - Rated: K+ - English - Romance/Drama - Chapters: 1 - Words: 524 - Reviews: 7 - Favs: 11 - Follows: 1 - Published: Nov 6, 2012 - S. Italy/Romano, Spain - Complete"
Trip to the museum,by Flameshadowwolf,,OC/Sona,"Crossover - League of Legends & In Your Arms Tonight - Rated: K - English - Romance/Humor - Chapters: 1 - Words: 373 - Published: Jul 27, 2015 - Sona - Complete"
a scary night at the museum,by Sassy baby, reviews,"Sarah and Rachel, best of friends, go for a visit to the museum and ....","Scream - Rated: K+ - English - Adventure - Chapters: 2 - Words: 629 - Reviews: 3 - Favs: 2 - Follows: 1 - Updated: Jul 17, 2008 - Published: Jun 8, 2008 - Complete"
At The Museum,by Beast of the Sea, reviews,"/AU/ At a museum, Wizarding children discuss scarcely credible things past.","Harry Potter - Rated: K+ - English - Chapters: 1 - Words: 517 - Reviews: 2 - Favs: 1 - Published: Jun 8, 2012 - Complete"
The museum Nejiten,by ittebayo,,"Naruto - Rated: K - English - Humor - Chapters: 1 - Words: 1,291 - Favs: 2 - Published: Aug 21, 2009 - Neji H., Tenten - Complete",
Rooms, by sisterstyx, reviews,Donna finds a museum of rooms; a museum of people the Doctor once loved.,"Doctor Who - Rated: K+ - English - Mystery/Sci-Fi - Chapters: 1 - Words: 3,777 - Reviews: 2 - Favs: 15 - Follows: 1 - Published: Jun 29, 2011 - Donna N., 10th Doctor - Complete"
The Stitch In The Museum,by Soullen,,Camsten got to solve one case. In the museum. (fluff),"Stitchers - Rated: K - English - Friendship/Romance - Chapters: 1 - Words: 472 - Favs: 4 - Follows: 1 - Published: Sep 9, 2015 - [Cameron G., Kirsten C.]"
Boston,by AwayForLunch, reviews,Two tickets to an art museum.,"Covenant - Rated: T - English - Friendship - Chapters: 1 - Words: 1,547 - Reviews: 4 - Favs: 2 - Published: Aug 31, 2008"
Exhibition ,by skye718, reviews,Chloe and Davis visit a museum.,"Smallville - Rated: M - English - Chapters: 1 - Words: 750 - Reviews: 2 - Favs: 1 - Follows: 1 - Published: Oct 7, 2012 - Chloe S., Davis B./Doomsday - Complete"
Night at the museum,by Burnbee,,ONE SHOT!JEDxOCKIE,"Night at the Museum - Rated: K - English - Romance/Friendship - Chapters: 1 - Words: 634 - Favs: 5 - Follows: 3 - Published: Feb 24, 2012 - Octavius G., Jededaiah S. - Complete"
Surprise in the museum,by TootsieThecat, reviews,"The Doctor is needed, but by whom?","Doctor Who - Rated: K - English - Adventure/Mystery - Chapters: 1 - Words: 684 - Reviews: 5 - Favs: 12 - Follows: 12 - Published: Jul 3, 2014 - Rose T., Clara O., 12th Doctor - Complete"
Empty Parks,by PhantomPotterGirl, reviews,Jinx reflects on the museum…,"Teen Titans - Rated: T - English - Romance/Humor - Chapters: 1 - Words: 4,104 - Reviews: 11 - Favs: 27 - Follows: 3 - Published: Dec 17, 2010 - Jinx, Kid Flash - Complete"
An Afternoon at the Museum,by Uncle Charlie, reviews,Sapphire and Steel visit the American Museum of Natural History. Written for Element Flash - crossover with Night at the Museum,"Sapphire & Steel - Rated: K - English - Chapters: 1 - Words: 439 - Reviews: 2 - Published: Aug 16, 2016"
Trouble at the Museum,by crazytomboy78, reviews,The Bottsfords decide to visit the museum for the day...Becky's in for a surprise when she discovers which museum they actually attend. One-shot.,"WordGirl - Rated: K - English - Drama/Family - Chapters: 1 - Words: 752 - Reviews: 11 - Favs: 7 - Published: Jun 19, 2012 - WordGirl/Becky B. - Complete"
Museum Boy,by bombshellblonde318, reviews,Just a little continuation of episode 5,"Queer as Folk - Rated: M - English - Humor - Chapters: 1 - Words: 538 - Reviews: 7 - Favs: 4 - Follows: 2 - Published: Nov 17, 2008 - Justin T. - Complete"
The Museum of Air and Space,by Vilinye, reviews,A poetic tribute for the Eleventh Doctor.,"Doctor Who - Rated: K - English - Spiritual/Poetry - Chapters: 1 - Words: 118 - Reviews: 2 - Favs: 2 - Published: Jan 28, 2012 - 11th Doctor, River Song/Melody P. III - Complete"
Museum Trip ,by cutetexter, reviews,POSTPONED 4 NOW! SRRY!,"Victorious - Rated: T - English - Chapters: 2 - Words: 315 - Reviews: 11 - Favs: 1 - Follows: 5 - Updated: May 5, 2010 - Published: Apr 5, 2010 - Tori V."
The Smiling Girl ,by Erotic Writerman, reviews,The Museum is a creepy place to work at night.,"Web Shows - Rated: M - English - Horror/Supernatural - Chapters: 1 - Words: 613 - Reviews: 1 - Published: Feb 1, 2013"
Contemplating the Masters, by tobe-kabaji-usu, reviews,Short fic of AtoJi fluff in a museum.,"Prince of Tennis - Rated: K+ - English - Chapters: 1 - Words: 480 - Reviews: 3 - Favs: 3 - Published: Nov 5, 2006 - Atobe K., Akutagawa J. - Complete"
Mummy,by forsaken2003, reviews,Spike takes Xander to the British Museum.,"Buffy: The Vampire Slayer - Rated: K+ - English - Chapters: 1 - Words: 596 - Reviews: 1 - Favs: 7 - Follows: 3 - Published: May 3, 2013 - Xander H., Spike - Complete"
Masterpiece,by pretty-good-liar, reviews,gay chasefield at the museum. this takes place at the portland art museum which i've never been to but all the facts about it were taken from the portland art museum website or google images of the outside of the museum,"Life is Strange - Rated: T - English - Romance - Chapters: 1 - Words: 705 - Reviews: 1 - Favs: 11 - Follows: 8 - Published: Aug 21, 2015 - Max C., Victoria C. - Complete"
Five Nights at the Museum, by disenchantedphoenix, reviews,Can Larry survive the night?,"Night at the Museum - Rated: T - English - Parody/Horror - Chapters: 1 - Words: 845 - Reviews: 6 - Favs: 7 - Follows: 8 - Published: Feb 1, 2015 - Larry D., Ahkmenrah"
Odds and Ends, by acaelousqueadcentrum, reviews,An afternoon in the Museum of Broken Hearts,"Rookie Blue - Rated: K - English - Chapters: 1 - Words: 1,236 - Reviews: 5 - Favs: 7 - Follows: 9 - Published: Jan 13, 2015 - G. Peck, H. Stewart - Complete"
Not a Museum Today, by lederra, reviews,A thought or two from the Missouri herself.,"Battleship - Rated: K - English - Chapters: 1 - Words: 446 - Reviews: 12 - Favs: 16 - Follows: 4 - Published: May 15, 2013 - Complete"
How They MET, by Wozzler, reviews,Just a boy and a girl and a museum.,"Gossip Girl - Rated: K - English - Friendship/Romance - Chapters: 1 - Words: 377 - Reviews: 9 - Favs: 7 - Follows: 1 - Published: Dec 14, 2014 - Blair, Dan - Complete"
Nightmares at the Museum,by Umbrella Doves, reviews,Jedediah has a nightmare. Drabble.,"Night at the Museum - Rated: K - English - Humor - Chapters: 1 - Words: 144 - Reviews: 10 - Favs: 25 - Follows: 4 - Published: Jul 12, 2009 - Jededaiah S., Octavius G."
Trilobites!,by Anakin McFly, reviews,One day at the Museum of Natural History…,"Animorphs - Rated: K - English - Humor/Parody - Chapters: 1 - Words: 502 - Reviews: 4 - Favs: 1 - Published: Oct 25, 2007 - Complete"
Oranges, by lazaefair, reviews,"Larry/Ahkmenrah, boykisses. Quiet moment at the Museum.","Night at the Museum - Rated: T - English - Romance/Humor - Chapters: 1 - Words: 320 - Reviews: 9 - Favs: 92 - Follows: 14 - Published: Nov 11, 2009 - Larry D., Ahkmenrah - Complete"
Critique, by Eliryn, reviews,[DCMK] A detective and a thief meet in a museum.,"Detective Conan/Case Closed - Rated: K+ - English - Chapters: 1 - Words: 1,081 - Reviews: 54 - Favs: 325 - Follows: 35 - Published: May 27, 2006 - Shinichi K./Conan E., Kaito K. - Complete"
The Museum Mystery of Roxy Hill,by musicrazy13, reviews,The Museum Mystery of Roxy Hill beginging kinda funny 6 chapters! not a real good mystery.,"Misc. Books - Rated: K+ - English - Mystery - Chapters: 1 - Words: 953 - Reviews: 2 - Favs: 2 - Published: Nov 19, 2008"
Night at the Museum,by StageConspire, reviews,"Bakura and Ryou break into the Domino City Museum armed only with...Miyavi. Oneshot, crackfic, result of boredom.","Yu-Gi-Oh - Rated: K+ - English - Humor - Chapters: 1 - Words: 594 - Reviews: 5 - Favs: 12 - Follows: 1 - Published: Mar 25, 2008 - Yami Bakura, R. Bakura - Complete"
The Museum ,by DeathBallerinaAmy, reviews,Rated for blood and gore. Sonic and Amy are caught in the rain and go for the closest shelter possible.rnA Museum.,"Sonic the Hedgehog - Rated: M - English - Horror/Drama - Chapters: 2 - Words: 3,464 - Reviews: 27 - Favs: 8 - Follows: 1 - Updated: Dec 31, 2004 - Published: Nov 18, 2004"
Monster Museum,by bluesong120, reviews,Hannah and Jason go into an abandoned part of a museum...or is it really abandoned? Please R&R!,"Goosebumps - Rated: K+ - English - Adventure/Suspense - Chapters: 1 - Words: 1,765 - Reviews: 2 - Favs: 1 - Published: Mar 13, 2008 - Complete"
A Night at the Museum,by D. M. Evans, reviews,the Scoobies and Fang Gang have taken to working together when Giles learns of a disturbance at a very unique museum.,"Buffy: The Vampire Slayer - Rated: T - English - Drama - Chapters: 3 - Words: 6,352 - Reviews: 6 - Favs: 2 - Follows: 2 - Updated: Jul 17, 2008 - Published: Jul 7, 2008 - R. Giles, Darla"
Museum,by Gen X, reviews,Impulse thinks about the Flash museum and the legacy he has to live up to.,"DC Superheroes - Rated: K - English - Poetry/Drama - Chapters: 1 - Words: 171 - Reviews: 1 - Favs: 3 - Published: Jul 5, 2001"
One Heck of a Night in the Museum,by Respeute, reviews,"Edward Carnby, a tale told in the museum, the night everything went... Strange…","Alone in the Dark - Rated: T - English - Suspense/Tragedy - Chapters: 3 - Words: 3,826 - Reviews: 3 - Favs: 1 - Updated: Jul 14, 2009 - Published: Jul 1, 2009"
Reverse,by softballer15, reviews,This is a different version of Night at the Museum. Now Larry will be helped by a character that will shock the museum.,"Night at the Museum - Rated: T - English - Adventure/Drama - Chapters: 6 - Words: 5,573 - Reviews: 8 - Favs: 4 - Follows: 3 - Updated: Jan 19, 2011 - Published: Jan 12, 2010 - Amelia E., Larry D."
Myriad Museum Mischief,by ColdFusion180, reviews,What happens when the Acolytes visit a science museum? Nothing beneficial that's for sure!,"X-Men: Evolution - Rated: K+ - English - Humor - Chapters: 1 - Words: 1,901 - Reviews: 11 - Favs: 21 - Follows: 2 - Published: May 18, 2009 - Colossus, Pyro - Complete"
Night at the museum,by Taylor1990, reviews,Eine Party zum 17. Geburtstag von Nick im Museum…,"Night at the Museum - Rated: M - German - Romance - Chapters: 1 - Words: 1,000 - Published: Feb 24, 2010 - Complete"
A Piano in the Museum,by Disco Ant, reviews,Lupin is almost arrested in a museum storeroom. He then by chance stumbles upon a strange piano with bizarre powers. Language.,"Lupin III - Rated: T - English - Chapters: 3 - Words: 4,687 - Reviews: 9 - Favs: 1 - Updated: Jan 7, 2008 - Published: Dec 31, 2007 - Complete"
a night at the museum,by jervis-hatter-tetch, reviews,riddler and scarecrow get more than they bargin for when they break into penguins museum,"Batman: Arkham Asylum - Rated: T - English - Crime/Romance - Chapters: 1 - Words: 578 - Reviews: 3 - Favs: 3 - Follows: 3 - Published: Feb 13, 2014 - Mad Hatter/Jervis Tetch, Penguin/O. Cobblepot, Scarecrow/J. Crane, The Riddler/E. Nigma"
The Museum's Secret,by wreckingduty, reviews,A Pokemon museum has an unusual method of bringing Pokemon fossils to life.,"Pokémon - Rated: K - English - Chapters: 1 - Words: 1,017 - Reviews: 2 - Published: Dec 1, 2014 - Celebi, Kabuto - Complete"
The Night in the Museum Affair,by Uncle Charlie, reviews,Napoleon and Illya spend a night in the museum. Did that mummy just move? Written for Tamingthemuse - prompt 354,"Man From UNCLE - Rated: K - English - Chapters: 1 - Words: 1,667 - Reviews: 4 - Favs: 1 - Published: May 4, 2013 - Complete"
Murder at the museum ,by DancingStar01, reviews,A wealthy art collector is found dead in a museum. The team has to investigate…,"Crossover - Psi Factor & Sue Thomas: FB Eye - Rated: T - English - Crime - Chapters: 1 - Words: 5,769 - Published: Mar 15, 2014"
The Art Museum,by bleeding darkness dragon,reviews,"Kurama takes Hiei to an art museum. one shot very short. If you want to read it read it, if not don't.","Yu Yu Hakusho - Rated: K - English - Chapters: 1 - Words: 349 - Reviews: 6 - Favs: 2 - Follows: 1 - Published: Oct 12, 2007 - Hiei, Kurama M. - Complete"
