 Football, Article," Gordon Strachan: I grew up beside Trainspotting author Irvine Welsh, but I was like Spud... I just wanted to score goals for Hibs","By Stephen Mcgowan For The Scottish Daily Mail - February 8th 2017, 11:32:13 pm "," Gordon Strachan jabs a finger in the direction of Muirhouse, a deprived desert with boarded-up windows he once called home. 'Irvine was just the guy round the corner.'"
 indianews, Article, FORTUNE COOKIE: Nawabs and their ROYAL appetite revealed,"By Sourish Bhattacharyya - February 8th 2017, 9:49:28 pm ", Meera Ali's Dining with the Nawabs lifts the lid on recipes from the kitchens of the nawabs in 10 principalities that were extinguished after India's Independence.
 Reuters, Article, Could Trump actually be good for European defense?,"By Reuters - February 8th 2017, 8:43:36 pm","By Peter Apps Feb 8 (Reuters) - Even as President Donald Trump described NATO as ""obsolete"" barely a week before taking office, the United States was complet�"
 Reuters, Article," I will never feel great again, says Woods","By Reuters - February 8th 2017, 6:56:47 pm ", Feb 8 (Reuters) - Former world number one Tiger Woods has accepted that he will never feel great again after suffering a number of back and knee injuries i...
 Golf, Article," Tiger Woods does nothing to ease injury fears as he admits 'I feel good, not great' and eases himself into a chair with a groan in candid interview","By Chris Cutmore for MailOnline - February 8th 2017, 5:39:35 pm"," With the world waiting on news of Tiger Woods’s latest back injury, it might seem a strange time to release a video of the troubled 14-time major champion talking wistfully about his golf career."
 Science, Article, Has the 12th Dead Sea Scrolls cave been found? Excavators discover a new site they believe was once home to the ancient religious writings,"By Shivali Best For Mailonline - February 8th 2017, 4:00:40 pm"," Researchers from the Hebrew University of Jerusalem's Institute of Archaeology discovered the cave in the cliffs west of Qumran, near the northwestern shore of the Dead Sea."
 Reuters, Article, Four tourist hotspots hit by land rights disputes,"By Reuters - February 8th 2017, 2:00:02 pm"," By Katy Migiro NAIROBI, Feb 8 (Thomson Reuters Foundation) - In the remote Central African rainforest, two major charities are battling over the future of so..."
 Peoples Daily, Article, See a river like never before: Aerial pictures show the otherworldly view of Asia's second longest waterway after it freezes,"By Tiffany Lo For Mailonline - February 8th 2017, 1:10:28 pm", Magnificent aerial pictures have emerged showing the rare view of Asia's second longest river after it partially froze in sub-zero temperatures. About 20 km of the Yellow River have turned icy in Ningxia.
 Reuters, Article, Armed men kidnap Colombian nun in southern Mali,"By Reuters - February 8th 2017, 12:31:44 pm"," BAMAKO, Feb 8 (Reuters) - Armed men have kidnapped a Colombian nun from the town where she worked in southern Mali, officials said on Wednesday. The woman wa..."
 AFP, Article, Polisario on alert along W.Sahara sand barrier,"By Afp - February 8th 2017, 10:01:10 am"," Behind a long sand wall winding through the disputed Western Sahara, leaders battling for the independence of the former Spanish colony say they are on alert..."
